,player_id,targets,deep_targets,red_zone_targets,air_yards,air_yards_per_target,yac,yac_oe,carries,yards_per_carry,red_zone_carries,big_carries,cpoe,big_carry_percentage,player_name,team,targets_team,carries_team,red_zone_targets_team,red_zone_carries_team,target_percentage,carry_percentage,red_zone_target_percentage,red_zone_carry_percentage
127,00-0036011,1.0,,,9.0,9.0,8.0,4.7507136627682485,,,,,,,B.Price,DET,295,183,16,17,0.003389830508474576,,,
128,00-0032626,2.0,,,20.0,10.0,0.0,0.0,,,,,,,G.Allison,DET,295,183,16,17,0.006779661016949152,,,
129,00-0035544,2.0,,,27.0,13.5,11.0,6.456022831553128,,,,,,,T.Kennedy,DET,295,183,16,17,0.006779661016949152,,,
130,00-0034171,2.0,,,1.0,0.5,4.0,-2.8373784444847843,,,,,,,J.Cabinda,DET,295,183,16,17,0.006779661016949152,,,
131,00-0032160,3.0,,,13.0,4.333333333333333,8.0,-1.2320320816943422,,,,,,,T.Williams,DET,295,183,16,17,0.010169491525423728,,,
132,00-0034614,3.0,,,8.0,2.6666666666666665,32.0,16.851912853322574,3.0,6.0,,,,,G.Igwebuike,DET,295,183,16,17,0.010169491525423728,0.01639344262295082,,
133,00-0036670,4.0,,,2.0,0.5,21.0,-6.6577450855911575,2.0,3.0,1.0,,,,J.Jefferson,DET,295,183,16,17,0.013559322033898305,0.01092896174863388,,0.058823529411764705
134,00-0029738,5.0,,,24.0,4.8,27.0,7.352061363591929,,,,,,,D.Fells,DET,295,183,16,17,0.01694915254237288,,,
135,00-0034854,15.0,,1.0,164.0,11.714285714285714,9.0,-21.957893828395754,,,,,,,K.Hodge,DET,295,183,16,17,0.05084745762711865,,0.0625,
136,00-0034930,15.0,1.0,,128.0,8.533333333333333,31.0,2.2673022426388343,,,,,,,T.Benson,DET,295,183,16,17,0.05084745762711865,,,
137,00-0033948,18.0,,,2.0,0.1111111111111111,106.0,-16.694521785611872,71.0,4.394366197183099,6.0,8.0,,0.11267605633802817,J.Williams,DET,295,183,16,17,0.061016949152542375,0.3879781420765027,,0.35294117647058826
138,00-0036277,23.0,2.0,3.0,251.0,11.409090909090908,95.0,21.616600459936308,,,,,,,Q.Cephus,DET,295,183,16,17,0.07796610169491526,,0.1875,
139,00-0036963,39.0,,4.0,299.0,7.868421052631579,105.0,-26.643977485095093,,,,,,,A.St. Brown,DET,295,183,16,17,0.13220338983050847,,0.25,
140,00-0032464,40.0,2.0,1.0,445.0,11.125,139.0,10.265566860296527,2.0,5.0,,,,,K.Raymond,DET,295,183,16,17,0.13559322033898305,0.01092896174863388,0.0625,
141,00-0036275,57.0,,3.0,6.0,0.10526315789473684,434.0,90.29030314169358,90.0,3.2111111111111112,8.0,9.0,,0.1,D.Swift,DET,295,183,16,17,0.19322033898305085,0.4918032786885246,0.1875,0.47058823529411764
142,00-0035229,66.0,1.0,4.0,458.0,7.15625,172.0,-54.79348702690914,,,,,,,T.Hockenson,DET,295,183,16,17,0.22372881355932203,,0.25,
143,00-0035040,,,,,,,,1.0,6.0,,,,,D.Blough,DET,295,183,16,17,,0.00546448087431694,,
144,00-0035327,,,,,,,,1.0,28.0,,1.0,,1.0,C.Moore,DET,295,183,16,17,,0.00546448087431694,,
145,00-0033106,,,,,,,,13.0,5.846153846153846,2.0,3.0,0.7409557132984941,0.23076923076923078,J.Goff,DET,295,183,16,17,,0.07103825136612021,,0.11764705882352941
146,00-0035156,,,,,,,,,,,,35.35085916519165,,J.Fox,DET,295,183,16,17,,,,
147,00-0032450,1.0,,,2.0,2.0,4.0,-2.0757314676156966,1.0,5.0,,,,,D.Washington,NO,182,210,15,18,0.005494505494505495,0.004761904761904762,,
148,00-0035184,1.0,,,4.0,4.0,3.0,-0.863938951632008,1.0,-3.0,,,,,D.Ozigbo,NO,182,210,15,18,0.005494505494505495,0.004761904761904762,,
149,00-0033296,1.0,,1.0,0.0,0.0,1.0,0.1605190541013144,3.0,3.0,,,,,A.Armah,NO,182,210,15,18,0.005494505494505495,0.014285714285714285,0.06666666666666667,
150,00-0035406,2.0,,,36.0,18.0,9.0,5.672614088107366,,,,,,,L.Humphrey,NO,182,210,15,18,0.01098901098901099,,,
151,00-0033095,3.0,,,9.0,3.0,21.0,4.752782562281936,,,,,,,G.Griffin,NO,182,210,15,18,0.016483516483516484,,,
152,00-0031545,3.0,2.0,,94.0,31.333333333333332,9.0,-0.10698779081576326,,,,,,,K.White,NO,182,210,15,18,0.016483516483516484,,,
153,00-0033357,4.0,,,11.0,2.75,41.0,16.335064119113667,16.0,4.8125,5.0,1.0,9.099140763282776,0.0625,T.Hill,NO,182,210,15,18,0.02197802197802198,0.0761904761904762,,0.2777777777777778
154,00-0034765,6.0,1.0,1.0,64.0,10.666666666666666,14.0,4.78336783288978,,,,,,,T.Smith,NO,182,210,15,18,0.03296703296703297,,0.06666666666666667,
155,00-0035860,6.0,,1.0,5.0,0.8333333333333334,5.0,-17.29401299901656,19.0,4.052631578947368,,,,,T.Jones,NO,182,210,15,18,0.03296703296703297,0.09047619047619047,0.06666666666666667,
156,00-0032200,8.0,,2.0,31.0,3.875,27.0,-4.128667759388916,3.0,3.6666666666666665,,,,,T.Montgomery,NO,182,210,15,18,0.04395604395604396,0.014285714285714285,0.13333333333333333,
157,00-0028237,8.0,,1.0,49.0,6.125,13.0,2.702504529908764,,,,,,,C.Hogan,NO,182,210,15,18,0.04395604395604396,,0.06666666666666667,
158,00-0030085,12.0,5.0,,274.0,22.833333333333332,6.0,-7.121214612416225,1.0,1.0,,,,,K.Stills,NO,182,210,15,18,0.06593406593406594,0.004761904761904762,,
159,00-0036040,13.0,,2.0,148.0,11.384615384615385,21.0,10.967989482771372,,,,,,,J.Johnson,NO,182,210,15,18,0.07142857142857142,,0.13333333333333333,
160,00-0036422,19.0,,2.0,94.0,4.947368421052632,57.0,-2.814319554061512,,,,,,,A.Trautman,NO,182,210,15,18,0.1043956043956044,,0.13333333333333333,
161,00-0035215,23.0,4.0,,275.0,11.956521739130435,104.0,20.993216940194543,2.0,11.5,,1.0,,0.5,D.Harris,NO,182,210,15,18,0.12637362637362637,0.009523809523809525,,
162,00-0036219,33.0,2.0,2.0,419.0,12.696969696969697,34.0,-30.335350989444123,,,,,,,M.Callaway,NO,182,210,15,18,0.1813186813186813,,0.13333333333333333,
163,00-0033906,37.0,,3.0,31.0,0.8378378378378378,253.0,67.21555790028651,133.0,3.6090225563909772,12.0,9.0,,0.06766917293233082,A.Kamara,NO,182,210,15,18,0.2032967032967033,0.6333333333333333,0.2,0.6666666666666666
164,00-0032156,,,,,,,,1.0,3.0,,,-4.080817222595215,,T.Siemian,NO,182,210,15,18,,0.004761904761904762,,
165,00-0031503,,,,,,,,24.0,7.25,1.0,9.0,-3.137500136116751,0.375,J.Winston,NO,182,210,15,18,,0.11428571428571428,,0.05555555555555555
166,00-0036215,1.0,,1.0,2.0,2.0,0.0,0.0,,,,,,,D.Pinter,IND,294,238,26,31,0.003401360544217687,,0.038461538461538464,
167,00-0036228,1.0,,,4.0,4.0,3.0,-0.9136694135668222,,,,,,,D.Patmon,IND,294,238,26,31,0.003401360544217687,,,
168,00-0034366,1.0,,,5.0,5.0,0.0,-4.577149728371296,,,,,,,K.Coutee,IND,294,238,26,31,0.003401360544217687,,,
169,00-0036482,3.0,,,54.0,18.0,0.0,-9.469211368777906,,,,,,,M.Strachan,IND,294,238,26,31,0.01020408163265306,,,
170,00-0033951,5.0,,,16.0,3.2,4.0,-7.620513481037051,28.0,3.607142857142857,,4.0,,0.14285714285714285,M.Mack,IND,294,238,26,31,0.017006802721088437,0.11764705882352941,,
171,00-0036876,7.0,,1.0,29.0,4.142857142857143,40.0,14.820388190019003,,,,,,,K.Granson,IND,294,238,26,31,0.023809523809523808,,0.038461538461538464,
172,00-0029608,9.0,2.0,,154.0,17.11111111111111,20.0,-18.315508981482708,,,,,,,T.Hilton,IND,294,238,26,31,0.030612244897959183,,,
173,00-0035021,16.0,2.0,,218.0,13.625,27.0,-32.52364882356051,1.0,-7.0,,,,,A.Dulin,IND,294,238,26,31,0.05442176870748299,0.004201680672268907,,
174,00-0035639,17.0,2.0,,231.0,13.588235294117647,17.0,-23.89686767692183,,,,,,,P.Campbell,IND,294,238,26,31,0.05782312925170068,,,
175,00-0030181,24.0,,6.0,129.0,5.863636363636363,63.0,-5.718546277275895,,,,,,,J.Doyle,IND,294,238,26,31,0.08163265306122448,,0.23076923076923078,
176,00-0033217,26.0,1.0,1.0,291.0,11.192307692307692,102.0,44.57497786685417,,,,,,,M.Alie-Cox,IND,294,238,26,31,0.08843537414965986,,0.038461538461538464,
177,00-0036223,28.0,,2.0,-37.0,-1.3703703703703705,328.0,139.66302921804163,140.0,5.864285714285714,23.0,22.0,,0.15714285714285714,J.Taylor,IND,294,238,26,31,0.09523809523809523,0.5882352941176471,0.07692307692307693,0.7419354838709677
178,00-0034367,35.0,,,33.0,0.9428571428571428,185.0,6.756782934688086,41.0,4.658536585365853,2.0,4.0,,0.0975609756097561,N.Hines,IND,294,238,26,31,0.11904761904761904,0.1722689075630252,,0.06451612903225806
179,00-0033251,50.0,2.0,7.0,459.0,9.18,99.0,-46.28186112147523,,,,,,,Z.Pascal,IND,294,238,26,31,0.17006802721088435,,0.2692307692307692,
180,00-0036252,71.0,5.0,8.0,737.0,10.380281690140846,191.0,-54.13117069472355,2.0,4.0,,,,,M.Pittman,IND,294,238,26,31,0.24149659863945577,0.008403361344537815,0.3076923076923077,
181,00-0036879,,,,,,,,1.0,1.0,1.0,,,,S.Ehlinger,IND,294,238,26,31,,0.004201680672268907,,0.03225806451612903
182,00-0032950,,,,,,,,25.0,5.291666666666667,5.0,4.0,0.30348591662787056,0.16,C.Wentz,IND,294,238,26,31,,0.10504201680672269,,0.16129032258064516
183,00-0036226,,,,,,,,,,,,-24.654836058616638,,J.Eason,IND,294,238,26,31,,,,
184,00-0031934,1.0,,,19.0,19.0,0.0,0.0,,,,,,,D.Smith,JAX,264,158,15,19,0.003787878787878788,,,
185,00-0032208,2.0,,1.0,20.0,10.0,5.0,-1.0957059494685382,,,,,,,P.Dorsett,JAX,264,158,15,19,0.007575757575757576,,0.06666666666666667,
186,00-0032951,2.0,1.0,1.0,41.0,20.5,0.0,0.0,,,,,,,L.Treadwell,JAX,264,158,15,19,0.007575757575757576,,0.06666666666666667,
187,00-0033854,2.0,,,5.0,2.5,23.0,12.049509951975779,4.0,3.0,1.0,,,,D.Ogunbowale,JAX,264,158,15,19,0.007575757575757576,0.02531645569620253,,0.05263157894736842
188,00-0031484,4.0,,,42.0,10.5,7.0,-4.151838287456485,,,,,,,C.Manhertz,JAX,264,158,15,19,0.015151515151515152,,,
189,00-0035457,5.0,2.0,,102.0,20.4,9.0,-4.7391849246341735,,,,,,,T.Johnson,JAX,264,158,15,19,0.01893939393939394,,,
190,00-0036887,8.0,,,53.0,6.625,21.0,-5.892633934425248,,,,,,,L.Farrell,JAX,264,158,15,19,0.030303030303030304,,,
191,00-0031951,9.0,,,59.0,6.555555555555555,27.0,0.0,,,,,,,J.O'Shaughnessy,JAX,264,158,15,19,0.03409090909090909,,,
192,00-0033387,9.0,,1.0,69.0,7.666666666666667,5.0,-6.79831461286085,,,,,,,J.Hollister,JAX,264,158,15,19,0.03409090909090909,,0.06666666666666667,
193,00-0030525,12.0,1.0,,119.0,9.916666666666666,14.0,-12.574845898845524,,,,,,,T.Austin,JAX,264,158,15,19,0.045454545454545456,,,
194,00-0031045,12.0,,,4.0,0.3333333333333333,58.0,-4.4639313486404735,33.0,4.242424242424242,3.0,2.0,,0.06060606060606061,C.Hyde,JAX,264,158,15,19,0.045454545454545456,0.2088607594936709,,0.15789473684210525
195,00-0034777,23.0,2.0,1.0,359.0,16.318181818181817,24.0,1.0380456974380632,,,,,,,D.Chark,JAX,264,158,15,19,0.08712121212121213,,0.06666666666666667,
196,00-0035831,24.0,,1.0,4.0,0.16666666666666666,143.0,6.996809222953742,88.0,5.4772727272727275,11.0,12.0,,0.13636363636363635,J.Robinson,JAX,264,158,15,19,0.09090909090909091,0.5569620253164557,0.06666666666666667,0.5789473684210527
197,00-0033572,27.0,1.0,3.0,177.0,6.8076923076923075,89.0,-13.858697355863114,2.0,9.5,,1.0,,0.5,J.Agnew,JAX,264,158,15,19,0.10227272727272728,0.012658227848101266,0.2,
198,00-0036268,45.0,1.0,3.0,284.0,6.311111111111111,172.0,38.64760191254754,4.0,7.0,,1.0,,0.25,L.Shenault,JAX,264,158,15,19,0.17045454545454544,0.02531645569620253,0.2,
199,00-0029293,55.0,3.0,5.0,642.0,11.672727272727272,61.0,-79.92079612667294,,,,,,,M.Jones,JAX,264,158,15,19,0.20833333333333334,,0.3333333333333333,
200,00-0036971,,,,,,,,27.0,5.0,4.0,5.0,-4.819780918023058,0.18518518518518517,T.Lawrence,JAX,264,158,15,19,,0.17088607594936708,,0.21052631578947367
201,00-0031800,1.0,,,-4.0,-4.0,2.0,-7.7139649022065,34.0,6.882352941176471,8.0,9.0,-0.8253453049197126,0.2647058823529412,T.Heinicke,WAS,276,206,12,20,0.0036231884057971015,0.1650485436893204,,0.4
202,00-0036628,2.0,,,4.0,2.0,7.0,-4.0394455354326055,,,,,,,J.Bates,WAS,276,206,12,20,0.007246376811594203,,,
203,00-0036755,3.0,,,-3.0,-1.0,11.0,-5.2056673206971045,20.0,3.7,,1.0,,0.05,J.Patterson,WAS,276,206,12,20,0.010869565217391304,0.0970873786407767,,
204,00-0034104,5.0,,,49.0,9.8,27.0,10.325563387465081,1.0,7.0,,,,,C.Sims,WAS,276,206,12,20,0.018115942028985508,0.0048543689320388345,,
205,00-0033282,5.0,,,9.0,1.8,24.0,4.520491677307291,1.0,8.0,,,,,C.Samuel,WAS,276,206,12,20,0.018115942028985508,0.0048543689320388345,,
206,00-0036671,8.0,,,76.0,9.5,22.0,5.31002411271038,,,,,,,D.Milne,WAS,276,206,12,20,0.028985507246376812,,,
207,00-0031260,14.0,,1.0,115.0,8.214285714285714,42.0,-11.47651238778053,,,,,,,L.Thomas,WAS,276,206,12,20,0.050724637681159424,,0.08333333333333333,
208,00-0031763,17.0,2.0,,230.0,13.529411764705882,32.0,-6.571874187102369,3.0,13.333333333333334,,2.0,,0.6666666666666666,D.Carter,WAS,276,206,12,20,0.06159420289855073,0.014563106796116505,,
209,00-0036626,20.0,2.0,,279.0,13.95,18.0,-22.43034162966069,1.0,-4.0,,,,,D.Brown,WAS,276,206,12,20,0.07246376811594203,0.0048543689320388345,,
210,00-0036328,21.0,,1.0,-28.0,-1.3333333333333333,171.0,32.77222812647233,111.0,3.981981981981982,8.0,7.0,,0.06306306306306306,A.Gibson,WAS,276,206,12,20,0.07608695652173914,0.5388349514563107,0.08333333333333333,0.4
211,00-0032009,29.0,1.0,,224.0,7.724137931034483,115.0,8.136663504963508,,,,,,,A.Humphries,WAS,276,206,12,20,0.10507246376811594,,,
212,00-0033611,32.0,,5.0,158.0,5.096774193548387,109.0,-5.22765277777944,,,,,,,R.Seals-Jones,WAS,276,206,12,20,0.11594202898550725,,0.4166666666666667,
213,00-0032602,43.0,,1.0,37.0,0.8809523809523809,308.0,72.7083376971932,33.0,4.125,4.0,3.0,,0.09090909090909091,J.McKissic,WAS,276,206,12,20,0.15579710144927536,0.16019417475728157,0.08333333333333333,0.2
214,00-0035659,76.0,8.0,4.0,947.0,12.460526315789474,160.0,-22.373443820157263,1.0,12.0,,1.0,,1.0,T.McLaurin,WAS,276,206,12,20,0.2753623188405797,0.0048543689320388345,0.3333333333333333,
215,00-0023682,,,,,,,,1.0,2.0,,,-17.919545372327168,,R.Fitzpatrick,WAS,276,206,12,20,,0.0048543689320388345,,
216,00-0036389,1.0,,1.0,3.0,3.0,0.0,0.0,68.0,6.426470588235294,12.0,15.0,-0.8248523498574891,0.22058823529411764,J.Hurts,PHI,246,207,15,29,0.0040650406504065045,0.3285024154589372,0.06666666666666667,0.41379310344827586
217,00-0036741,1.0,,,-6.0,-6.0,15.0,4.633923481160309,,,,,,,J.Stoll,PHI,246,207,15,29,0.0040650406504065045,,,
218,00-0033733,3.0,,1.0,33.0,11.0,0.0,0.0,,,,,-42.84793734550476,,G.Ward,PHI,246,207,15,29,0.012195121951219513,,0.06666666666666667,
219,00-0034414,5.0,,,-8.0,-1.6,21.0,-7.630759909647168,19.0,4.421052631578948,5.0,1.0,,0.05263157894736842,B.Scott,PHI,246,207,15,29,0.02032520325203252,0.09178743961352658,,0.1724137931034483
220,00-0035243,24.0,,,-53.0,-2.2083333333333335,185.0,9.986930716033388,64.0,4.761904761904762,5.0,8.0,,0.125,M.Sanders,PHI,246,207,15,29,0.0975609756097561,0.30917874396135264,,0.1724137931034483
221,00-0036271,29.0,5.0,4.0,378.0,13.5,149.0,4.6564357691750065,,,,,,,Q.Watkins,PHI,246,207,15,29,0.11788617886178862,,0.26666666666666666,
222,00-0036919,31.0,1.0,,73.0,2.3548387096774195,149.0,32.28560392306099,40.0,3.769230769230769,4.0,3.0,,0.075,K.Gainwell,PHI,246,207,15,29,0.12601626016260162,0.1932367149758454,,0.13793103448275862
223,00-0034351,32.0,1.0,4.0,266.0,8.580645161290322,164.0,47.78175132888282,,,,,,,D.Goedert,PHI,246,207,15,29,0.13008130081300814,,0.26666666666666666,
224,00-0036387,32.0,3.0,1.0,282.0,8.8125,100.0,-23.6137118388433,4.0,8.25,,3.0,,0.75,J.Reagor,PHI,246,207,15,29,0.13008130081300814,0.01932367149758454,0.06666666666666667,
225,00-0030061,40.0,1.0,3.0,331.0,8.275,145.0,24.09611615617905,1.0,4.0,1.0,,,,Z.Ertz,PHI,246,207,15,29,0.16260162601626016,0.004830917874396135,0.2,0.034482758620689655
226,00-0036912,57.0,7.0,1.0,767.0,13.696428571428571,106.0,-29.7114364965164,,,,,,,D.Smith,PHI,246,207,15,29,0.23170731707317074,,0.06666666666666667,
227,00-0032780,,,,,,,,12.0,4.75,3.0,2.0,,0.16666666666666666,J.Howard,PHI,246,207,15,29,,0.057971014492753624,,0.10344827586206896
228,00-0035289,,,,,,,,,,,,12.793582677841187,,G.Minshew,PHI,246,207,15,29,,,,
229,00-0036439,1.0,,,5.0,5.0,0.0,0.0,,,,,,,T.Cleveland,DEN,271,185,20,12,0.0036900369003690036,,,
230,00-0031051,1.0,1.0,,31.0,31.0,0.0,0.0,,,,,,,J.Brown,DEN,271,185,20,12,0.0036900369003690036,,,
231,00-0034208,1.0,,,-4.0,-4.0,7.0,-3.7358377025520895,,,,,,,M.Boone,DEN,271,185,20,12,0.0036900369003690036,,,
232,00-0033589,2.0,,,28.0,14.0,0.0,0.0,,,,,,,D.Moore,DEN,271,185,20,12,0.007380073800738007,,,
233,00-0031319,3.0,,1.0,0.0,0.0,0.0,-9.002874784346204,,,,,,,D.Spencer,DEN,271,185,20,12,0.01107011070110701,,0.05,
234,00-0033576,9.0,,,29.0,3.2222222222222223,24.0,-8.763513546466129,,,,,,,E.Saubert,DEN,271,185,20,12,0.033210332103321034,,,
235,00-0036412,10.0,1.0,,201.0,20.1,16.0,-4.691231677919859,,,,,,,K.Hamler,DEN,271,185,20,12,0.03690036900369004,,,
236,00-0036407,11.0,,,119.0,10.818181818181818,11.0,-29.932619247476396,1.0,0.0,,,,,J.Jeudy,DEN,271,185,20,12,0.04059040590405904,0.005405405405405406,,
237,00-0036423,13.0,1.0,2.0,72.0,5.538461538461538,53.0,21.43747418280691,,,,,,,A.Okwuegbunam,DEN,271,185,20,12,0.04797047970479705,,0.1,
238,00-0035864,14.0,,2.0,100.0,7.142857142857143,27.0,8.515595358425344,,,,,,,K.Hinton,DEN,271,185,20,12,0.05166051660516605,,0.1,
239,00-0032144,22.0,,2.0,11.0,0.5,129.0,14.069236000294044,88.0,4.511363636363637,6.0,7.0,,0.07954545454545454,M.Gordon,DEN,271,185,20,12,0.08118081180811808,0.4756756756756757,0.1,0.5
240,00-0036997,26.0,,1.0,-12.0,-0.46153846153846156,150.0,-16.310553903735126,78.0,4.551282051282051,6.0,11.0,,0.14102564102564102,J.Williams,DEN,271,185,20,12,0.0959409594095941,0.42162162162162165,0.05,0.5
241,00-0033375,42.0,1.0,4.0,486.0,11.571428571428571,122.0,13.57066115734051,,,,,,,T.Patrick,DEN,271,185,20,12,0.15498154981549817,,0.2,
242,00-0035644,53.0,,3.0,317.0,5.981132075471698,140.0,-31.913740810261515,,,,,,,N.Fant,DEN,271,185,20,12,0.19557195571955718,,0.15,
243,00-0034348,63.0,12.0,5.0,1006.0,16.225806451612904,96.0,-71.23588510817353,,,,,,,C.Sutton,DEN,271,185,20,12,0.23247232472324722,,0.25,
244,00-0035448,,,,,,,,3.0,2.3333333333333335,,,,,D.Crockett,DEN,271,185,20,12,,0.016216216216216217,,
245,00-0031237,,,,,,,,15.0,4.866666666666666,,3.0,8.264203555133927,0.2,T.Bridgewater,DEN,271,185,20,12,,0.08108108108108109,,
246,00-0035704,,,,,,,,,,,,-7.623805744307382,,D.Lock,DEN,271,185,20,12,,,,
247,00-0035645,1.0,,,13.0,13.0,9.0,5.180940757054486,,,,,,,G.Olszewski,NE,284,200,17,28,0.0035211267605633804,,,
248,00-0035726,4.0,,1.0,6.0,1.5,29.0,16.283728972557583,,,,,,,J.Johnson,NE,284,200,17,28,0.014084507042253521,,0.058823529411764705,
249,00-0036096,4.0,,,-2.0,-0.5,10.0,-19.496916831398266,13.0,2.0,3.0,1.0,,0.07692307692307693,J.Taylor,NE,284,200,17,28,0.014084507042253521,0.065,,0.10714285714285714
250,00-0036875,6.0,,,5.0,0.8333333333333334,51.0,5.445686941391614,25.0,2.96,2.0,1.0,,0.04,R.Stevenson,NE,284,200,17,28,0.02112676056338028,0.125,,0.07142857142857142
251,00-0035624,7.0,,,96.0,13.714285714285714,2.0,-13.20265543088317,,,,,,,N.Harry,NE,284,200,17,28,0.02464788732394366,,,
252,00-0035657,12.0,,,6.0,0.5,58.0,-12.522303970996289,118.0,4.38135593220339,18.0,12.0,,0.1016949152542373,D.Harris,NE,284,200,17,28,0.04225352112676056,0.59,,0.6428571428571429
253,00-0031062,14.0,,,51.0,3.642857142857143,70.0,-9.566683465862297,10.0,3.8,1.0,1.0,,0.1,J.White,NE,284,200,17,28,0.04929577464788732,0.05,,0.03571428571428571
254,00-0029239,22.0,,2.0,0.0,0.0,172.0,29.754137682502915,14.0,3.857142857142857,2.0,2.0,,0.14285714285714285,B.Bolden,NE,284,200,17,28,0.07746478873239436,0.07,0.11764705882352941,0.07142857142857142
255,00-0033858,32.0,,5.0,148.0,4.625,155.0,31.954371564592293,3.0,5.333333333333333,1.0,,,,J.Smith,NE,284,200,17,28,0.11267605633802817,0.015,0.29411764705882354,0.03571428571428571
256,00-0033090,35.0,,3.0,304.0,8.685714285714285,90.0,5.020510952708719,,,,,,,H.Henry,NE,284,200,17,28,0.12323943661971831,,0.17647058823529413,
257,00-0033307,35.0,4.0,1.0,371.0,10.6,159.0,30.68006144499668,2.0,14.0,,2.0,64.89481925964355,1.0,K.Bourne,NE,284,200,17,28,0.12323943661971831,0.01,0.058823529411764705,
258,00-0031549,42.0,7.0,1.0,663.0,15.785714285714286,72.0,-22.733968014603306,2.0,2.5,,,,,N.Agholor,NE,284,200,17,28,0.14788732394366197,0.01,0.058823529411764705,
